property_id,city,locality,property_type,area_sqft,bedrooms,bathrooms,balconies,floor,total_floors,age_years,facing,furnishing_status,parking_spaces,amenities_score,amenities_list,near_metro,near_school,near_hospital,price_per_sqft,total_price_inr,total_price_lakhs,listed_date,transaction_type,possession_status
PROP01874,Hyderabad,Gachibowli,Independent House,2853.0,2,1,0,25,31,10,South,Unfurnished,1,0.6,Lift|Garden|Parking|Jogging Track|Children Play Area|Power Backup,0,1,1,11110.64,31698642,316.99,2024-09-03,Resale,Under Construction
PROP01875,Hyderabad,Hitech City,Apartment,1086.0,4,4,2,1,4,7,West,Unfurnished,2,0.6,Parking|Clubhouse|Swimming Pool|Children Play Area|Garden|Power Backup,1,0,1,9205.46,9997131,99.97,2024-02-08,Resale,Ready to Move
PROP01876,Delhi NCR,Vasant Kunj,Apartment,668.0,3,2,2,13,18,5,North-East,Semi-Furnished,0,0.9,Children Play Area|Swimming Pool|Parking|Jogging Track|Security|Lift|Gym|Clubhouse|Garden,0,1,0,10521.34,7028256,70.28,2022-04-14,Resale,Under Construction
PROP01877,Hyderabad,Hitech City,Apartment,546.0,2,2,0,21,31,1,North,Unfurnished,1,0.9,Jogging Track|Lift|Children Play Area|Security|Power Backup|Swimming Pool|Gym|Clubhouse|Parking,0,1,0,13461.04,7349727,73.5,2022-04-10,Resale,Under Construction
PROP01878,Bangalore,Koramangala,Independent House,1654.0,2,1,2,32,36,0,North-East,Semi-Furnished,1,0.9,Children Play Area|Jogging Track|Security|Garden|Power Backup|Parking|Swimming Pool|Lift|Gym,0,0,0,17015.82,28144163,281.44,2024-06-01,Sale,Under Construction
PROP01879,Pune,Baner,Penthouse,3213.0,3,2,0,2,12,22,South,Unfurnished,0,0.7,Security|Lift|Garden|Jogging Track|Clubhouse|Gym|Parking,1,0,0,8224.88,26426550,264.27,2022-06-29,Sale,Under Construction
PROP01880,Bangalore,Bannerghatta Road,Apartment,1082.0,1,1,1,1,10,5,North-East,Unfurnished,0,0.6,Parking|Security|Swimming Pool|Garden|Lift|Power Backup,0,0,1,9531.6,10313196,103.13,2022-12-10,Sale,New Launch
PROP01881,Hyderabad,Nallagandla,Villa,3305.0,5,5,0,14,16,20,North-East,Unfurnished,1,0.3,Children Play Area|Swimming Pool|Power Backup,1,1,0,10294.81,34024337,340.24,2022-04-09,Resale,Under Construction
PROP01882,Mumbai,Navi Mumbai,Villa,2964.0,5,4,2,34,36,10,East,Semi-Furnished,2,0.5,Jogging Track|Security|Clubhouse|Power Backup|Children Play Area,1,1,1,31869.02,94459785,944.6,2024-12-31,Sale,Ready to Move
PROP01883,Bangalore,Hebbal,Studio,481.0,1,1,1,33,35,9,North,Fully Furnished,1,0.8,Parking|Jogging Track|Swimming Pool|Gym|Power Backup|Garden|Lift|Clubhouse,1,1,0,10653.15,5124166,51.24,2024-08-18,Sale,New Launch
PROP01884,Pune,Hadapsar,Independent House,1088.0,4,5,2,35,38,8,North-West,Unfurnished,0,0.9,Lift|Garden|Jogging Track|Swimming Pool|Clubhouse|Gym|Security|Power Backup|Children Play Area,1,0,1,9341.5,10163550,101.64,2024-11-30,Resale,Ready to Move
PROP01885,Bangalore,Bellandur,Villa,2889.0,4,4,1,9,14,19,North,Semi-Furnished,0,0.9,Parking|Security|Swimming Pool|Children Play Area|Clubhouse|Jogging Track|Garden|Power Backup|Gym,0,1,1,10637.98,30733131,307.33,2022-10-07,Resale,Ready to Move
PROP01886,Hyderabad,Kondapur,Studio,404.0,1,1,1,30,31,17,North,Semi-Furnished,2,0.4,Parking|Children Play Area|Clubhouse|Swimming Pool,0,0,0,5726.67,2313574,23.14,2023-07-24,Resale,New Launch
PROP01887,Mumbai,Powai,Apartment,1462.0,3,4,0,7,9,10,North-West,Fully Furnished,1,0.9,Parking|Security|Swimming Pool|Garden|Clubhouse|Gym|Lift|Jogging Track|Power Backup,1,1,1,21991.86,32152106,321.52,2022-01-29,Sale,New Launch
PROP01888,Bangalore,Koramangala,Apartment,1379.0,4,3,2,9,13,4,North,Unfurnished,2,0.4,Swimming Pool|Power Backup|Garden|Parking,0,0,0,11511.88,15874883,158.75,2024-06-14,Sale,New Launch
PROP01889,Hyderabad,Kukatpally,Independent House,2824.0,2,2,0,0,7,22,North,Fully Furnished,0,0.7,Garden|Children Play Area|Gym|Clubhouse|Security|Swimming Pool|Parking,0,1,0,5752.93,16246278,162.46,2023-12-13,Resale,New Launch
PROP01890,Hyderabad,Kukatpally,Independent House,1782.0,2,3,1,1,8,24,West,Semi-Furnished,1,0.7,Children Play Area|Lift|Power Backup|Jogging Track|Gym|Security|Garden,0,1,1,6181.68,11015752,110.16,2023-02-20,Sale,Under Construction
PROP01891,Pune,Hadapsar,Independent House,1862.0,2,1,0,23,27,4,North-West,Fully Furnished,0,0.2,Power Backup|Security,0,0,0,11588.3,21577423,215.77,2024-02-17,Resale,Ready to Move
PROP01892,Mumbai,Powai,Apartment,424.0,3,3,3,0,9,0,North-West,Fully Furnished,0,0.7,Power Backup|Children Play Area|Clubhouse|Security|Parking|Garden|Gym,1,1,0,20757.98,8801383,88.01,2023-11-08,Resale,New Launch
PROP01893,Mumbai,Thane,Independent House,1759.0,3,3,3,17,22,10,East,Unfurnished,1,0.7,Parking|Clubhouse|Children Play Area|Swimming Pool|Gym|Security|Jogging Track,0,0,0,21962.69,38632377,386.32,2022-09-27,Resale,Ready to Move
PROP01894,Hyderabad,Hitech City,Apartment,792.0,1,2,1,2,9,18,North-East,Fully Furnished,1,0.5,Jogging Track|Security|Garden|Gym|Parking,1,1,1,12060.1,9551601,95.52,2022-05-25,Resale,Ready to Move
PROP01895,Pune,Viman Nagar,Apartment,832.0,2,3,0,31,40,11,North-West,Semi-Furnished,2,0.3,Gym|Power Backup|Parking,1,1,0,7210.81,5999397,59.99,2023-11-14,Resale,Ready to Move
PROP01896,Hyderabad,Hitech City,Villa,2396.0,4,4,2,4,7,6,North,Unfurnished,0,1.0,Children Play Area|Gym|Parking|Lift|Jogging Track|Security|Garden|Power Backup|Clubhouse|Swimming Pool,0,1,1,16242.63,38917348,389.17,2024-03-30,Sale,Ready to Move
PROP01897,Mumbai,Goregaon,Apartment,1292.0,2,3,2,21,30,21,North-East,Unfurnished,0,0.6,Power Backup|Lift|Clubhouse|Parking|Gym|Swimming Pool,0,0,0,19947.41,25772053,257.72,2023-03-12,Sale,Ready to Move
PROP01898,Mumbai,Powai,Villa,4288.0,3,4,0,19,23,16,North,Semi-Furnished,2,0.2,Jogging Track|Lift,0,0,0,21071.19,90353261,903.53,2023-06-20,Sale,Ready to Move
PROP01899,Bangalore,JP Nagar,Independent House,1898.0,4,3,0,33,41,8,South,Unfurnished,0,0.3,Power Backup|Swimming Pool|Children Play Area,0,0,0,9622.63,18263759,182.64,2022-01-16,Sale,Ready to Move
PROP01900,Hyderabad,Kukatpally,Apartment,824.0,3,2,3,33,35,14,East,Unfurnished,2,0.5,Clubhouse|Lift|Garden|Security|Parking,1,1,0,7296.5,6012317,60.12,2022-12-08,Sale,Under Construction
PROP01901,Hyderabad,Miyapur,Apartment,971.0,3,3,1,29,32,12,East,Semi-Furnished,0,0.3,Gym|Garden|Power Backup,1,1,1,9022.54,8760882,87.61,2023-01-06,Resale,Ready to Move
PROP01902,Hyderabad,Madhapur,Apartment,819.0,1,2,0,4,8,21,South,Fully Furnished,2,0.4,Gym|Children Play Area|Swimming Pool|Parking,0,1,1,5507.23,4510420,45.1,2023-07-22,Resale,New Launch
PROP01903,Bangalore,Bannerghatta Road,Apartment,1295.0,2,2,0,29,37,4,South,Unfurnished,2,0.6,Garden|Gym|Children Play Area|Power Backup|Jogging Track|Swimming Pool,0,1,1,9873.22,12785814,127.86,2024-01-13,Sale,Ready to Move
PROP01904,Pune,Baner,Apartment,788.0,4,4,0,2,7,18,North,Unfurnished,1,0.3,Lift|Power Backup|Gym,1,0,1,4720.75,3719947,37.2,2022-09-15,Sale,New Launch
PROP01905,Bangalore,HSR Layout,Apartment,804.0,2,3,0,18,19,15,North,Unfurnished,0,0.5,Garden|Parking|Children Play Area|Clubhouse|Swimming Pool,1,1,0,8619.45,6930035,69.3,2024-11-25,Resale,Under Construction
PROP01906,Hyderabad,Manikonda,Villa,3385.0,4,5,2,32,33,22,East,Unfurnished,2,1.0,Security|Swimming Pool|Parking|Children Play Area|Garden|Power Backup|Jogging Track|Lift|Gym|Clubhouse,0,0,1,10339.72,34999959,350.0,2023-07-03,Resale,Under Construction
PROP01907,Hyderabad,Gachibowli,Apartment,1934.0,2,2,2,23,29,16,North-West,Semi-Furnished,0,0.6,Parking|Security|Clubhouse|Gym|Jogging Track|Children Play Area,1,1,1,11644.38,22520224,225.2,2022-12-13,Sale,Ready to Move
PROP01908,Bangalore,Sarjapur Road,Apartment,1137.0,2,3,2,0,7,23,East,Fully Furnished,1,0.3,Lift|Garden|Gym,0,1,1,8512.59,9678817,96.79,2024-08-03,Resale,New Launch
PROP01909,Bangalore,Whitefield,Apartment,1138.0,4,3,3,10,13,21,North-West,Fully Furnished,2,0.6,Power Backup|Parking|Garden|Jogging Track|Security|Lift,0,1,1,10766.85,12252675,122.53,2022-10-19,Sale,Under Construction
PROP01910,Delhi NCR,Vasant Kunj,Apartment,1366.0,3,2,1,24,30,7,North,Semi-Furnished,0,0.6,Swimming Pool|Security|Children Play Area|Parking|Jogging Track|Power Backup,0,0,0,10858.11,14832185,148.32,2023-08-31,Resale,New Launch
PROP01911,Bangalore,Whitefield,Studio,473.0,1,1,0,9,19,0,South,Semi-Furnished,1,0.7,Security|Lift|Power Backup|Clubhouse|Children Play Area|Parking|Swimming Pool,1,0,1,12008.38,5679963,56.8,2024-04-25,Sale,Ready to Move
PROP01912,Pune,Hinjewadi,Villa,2840.0,4,3,2,20,21,20,North-East,Unfurnished,1,0.8,Security|Lift|Gym|Swimming Pool|Parking|Power Backup|Children Play Area|Garden,1,0,1,9497.05,26971622,269.72,2022-01-27,Sale,Ready to Move
PROP01913,Bangalore,Sarjapur Road,Apartment,899.0,2,1,2,5,9,8,North-West,Unfurnished,1,0.8,Clubhouse|Jogging Track|Gym|Security|Children Play Area|Garden|Lift|Swimming Pool,0,1,1,10073.67,9056234,90.56,2024-07-08,Sale,Under Construction
PROP01914,Mumbai,Navi Mumbai,Villa,5255.0,5,6,0,28,32,19,West,Unfurnished,2,0.8,Jogging Track|Swimming Pool|Gym|Parking|Security|Children Play Area|Power Backup|Clubhouse,0,0,1,18995.79,99822884,998.23,2022-05-05,Resale,Under Construction
PROP01915,Bangalore,Bannerghatta Road,Apartment,1255.0,3,3,3,16,24,17,North,Unfurnished,0,0.7,Gym|Children Play Area|Security|Clubhouse|Jogging Track|Garden|Parking,1,0,0,8811.49,11058424,110.58,2022-12-16,Resale,Ready to Move
PROP01916,Hyderabad,Kokapet,Apartment,1733.0,2,2,0,16,20,16,North-West,Fully Furnished,1,0.7,Garden|Clubhouse|Gym|Swimming Pool|Parking|Security|Power Backup,1,1,1,9193.08,15931599,159.32,2023-01-16,Sale,New Launch
PROP01917,Mumbai,Andheri,Independent House,1979.0,3,3,1,0,7,15,West,Fully Furnished,1,1.0,Power Backup|Gym|Jogging Track|Security|Parking|Clubhouse|Children Play Area|Lift|Swimming Pool|Garden,0,1,1,18616.88,36842810,368.43,2022-09-09,Sale,Under Construction
PROP01918,Hyderabad,Narsingi,Independent House,1171.0,4,5,3,2,12,11,South,Unfurnished,0,0.6,Garden|Security|Gym|Parking|Power Backup|Children Play Area,0,1,0,8550.39,10012501,100.13,2024-08-22,Sale,New Launch
PROP01919,Bangalore,HSR Layout,Apartment,821.0,2,3,2,20,26,13,South,Semi-Furnished,0,0.7,Jogging Track|Lift|Clubhouse|Security|Power Backup|Swimming Pool|Garden,1,0,1,8668.3,7116675,71.17,2023-06-26,Sale,Under Construction
PROP01920,Mumbai,Thane,Villa,3726.0,4,5,0,2,8,13,South,Fully Furnished,1,0.3,Security|Swimming Pool|Power Backup,1,1,0,27204.35,101363402,1013.63,2023-04-18,Sale,New Launch
PROP01921,Mumbai,Borivali,Apartment,995.0,2,3,2,5,12,1,North,Fully Furnished,0,0.3,Jogging Track|Swimming Pool|Lift,1,0,1,24244.16,24122944,241.23,2024-05-26,Sale,Under Construction
PROP01922,Hyderabad,Kukatpally,Apartment,1387.0,1,2,0,4,8,2,North-East,Fully Furnished,1,0.5,Security|Swimming Pool|Power Backup|Clubhouse|Garden,1,0,1,10640.22,14757984,147.58,2022-05-14,Sale,New Launch
PROP01923,Pune,Kothrud,Apartment,960.0,2,1,0,28,32,8,South,Semi-Furnished,1,0.5,Garden|Security|Swimming Pool|Clubhouse|Parking,0,0,0,8195.99,7868149,78.68,2023-02-02,Sale,New Launch
PROP01924,Hyderabad,Ameerpet,Apartment,937.0,2,2,2,11,18,12,West,Semi-Furnished,2,0.2,Gym|Children Play Area,0,1,1,5761.52,5398541,53.99,2023-09-03,Resale,Under Construction
PROP01925,Bangalore,Koramangala,Apartment,815.0,2,2,0,33,42,1,North-West,Fully Furnished,1,0.6,Swimming Pool|Children Play Area|Gym|Parking|Garden|Jogging Track,0,0,1,15479.09,12615462,126.15,2024-12-15,Sale,Under Construction
PROP01926,Hyderabad,Kukatpally,Apartment,531.0,2,2,0,34,42,6,South,Fully Furnished,2,0.3,Security|Power Backup|Swimming Pool,1,1,0,10704.04,5683848,56.84,2022-11-07,Sale,New Launch
PROP01927,Mumbai,Andheri,Apartment,1261.0,3,2,1,0,9,25,North-West,Unfurnished,1,0.3,Swimming Pool|Parking|Security,0,0,1,12767.86,16100275,161.0,2023-02-09,Resale,New Launch
PROP01928,Delhi NCR,Rohini,Independent House,2336.0,2,3,1,8,11,20,South,Fully Furnished,0,1.0,Swimming Pool|Children Play Area|Jogging Track|Clubhouse|Parking|Lift|Security|Power Backup|Gym|Garden,1,1,0,11836.15,27649246,276.49,2024-04-15,Sale,New Launch
PROP01929,Hyderabad,Kokapet,Apartment,973.0,3,4,3,33,41,12,East,Unfurnished,2,0.9,Security|Gym|Lift|Swimming Pool|Power Backup|Clubhouse|Children Play Area|Garden|Parking,1,1,1,8457.7,8229337,82.29,2022-06-02,Sale,New Launch
PROP01930,Bangalore,HSR Layout,Apartment,632.0,3,4,1,34,40,20,North-East,Unfurnished,0,0.2,Children Play Area|Clubhouse,0,1,0,9031.65,5708005,57.08,2023-12-15,Sale,New Launch
PROP01931,Hyderabad,Nallagandla,Villa,4680.0,4,5,1,15,18,1,South,Unfurnished,1,0.6,Children Play Area|Parking|Swimming Pool|Jogging Track|Garden|Gym,0,1,1,12630.75,59111919,591.12,2024-03-07,Resale,New Launch
PROP01932,Hyderabad,Miyapur,Apartment,957.0,3,2,0,17,19,4,North-East,Fully Furnished,1,0.2,Security|Jogging Track,1,1,1,11077.16,10600846,106.01,2023-02-17,Resale,Ready to Move
PROP01933,Hyderabad,Tellapur,Apartment,1313.0,1,1,1,11,15,14,North-East,Semi-Furnished,0,1.0,Parking|Swimming Pool|Lift|Children Play Area|Jogging Track|Power Backup|Security|Garden|Gym|Clubhouse,0,1,1,7513.99,9865874,98.66,2022-04-11,Resale,Under Construction
PROP01934,Mumbai,Navi Mumbai,Apartment,876.0,3,3,2,14,21,12,North-West,Unfurnished,2,0.5,Lift|Garden|Parking|Jogging Track|Gym,0,0,1,19220.94,16837547,168.38,2024-07-16,Resale,New Launch
PROP01935,Bangalore,JP Nagar,Apartment,1197.0,3,2,2,21,30,7,South,Unfurnished,1,1.0,Power Backup|Lift|Security|Clubhouse|Children Play Area|Garden|Swimming Pool|Gym|Jogging Track|Parking,1,0,0,11662.82,13960392,139.6,2023-01-09,Resale,Under Construction
PROP01936,Bangalore,Whitefield,Apartment,674.0,3,3,1,21,31,17,North-East,Fully Furnished,2,0.8,Swimming Pool|Gym|Power Backup|Lift|Garden|Parking|Jogging Track|Children Play Area,0,1,1,16008.25,10789558,107.9,2024-11-06,Sale,Under Construction
PROP01937,Hyderabad,Miyapur,Apartment,1309.0,3,2,3,35,36,16,North-West,Unfurnished,0,0.7,Swimming Pool|Gym|Parking|Lift|Children Play Area|Security|Power Backup,0,1,1,6669.49,8730368,87.3,2023-04-27,Sale,New Launch
PROP01938,Hyderabad,Madhapur,Villa,2153.0,4,4,2,11,17,1,East,Fully Furnished,1,0.8,Garden|Lift|Jogging Track|Clubhouse|Parking|Power Backup|Children Play Area|Security,1,1,1,14424.92,31056851,310.57,2024-10-11,Sale,Under Construction
PROP01939,Bangalore,Sarjapur Road,Studio,611.0,1,1,0,33,38,3,East,Semi-Furnished,1,0.2,Gym|Parking,1,0,1,10300.95,6293882,62.94,2023-02-01,Sale,Under Construction
PROP01940,Bangalore,Whitefield,Independent House,2144.0,4,3,2,18,24,12,North-East,Semi-Furnished,0,0.3,Children Play Area|Swimming Pool|Security,1,0,0,13768.38,29519405,295.19,2023-11-04,Resale,Under Construction
PROP01941,Delhi NCR,Greater Noida,Apartment,1010.0,1,1,1,35,39,8,West,Semi-Furnished,2,0.7,Power Backup|Jogging Track|Clubhouse|Parking|Garden|Lift|Children Play Area,0,0,1,14199.71,14341705,143.42,2022-08-25,Resale,Under Construction
PROP01942,Bangalore,Whitefield,Apartment,575.0,2,2,2,1,5,13,West,Fully Furnished,2,1.0,Lift|Security|Garden|Gym|Swimming Pool|Power Backup|Parking|Clubhouse|Children Play Area|Jogging Track,1,1,1,13422.02,7717661,77.18,2023-03-03,Sale,New Launch
PROP01943,Bangalore,Electronic City,Apartment,1005.0,3,2,1,5,9,8,North-West,Unfurnished,0,0.9,Jogging Track|Gym|Children Play Area|Power Backup|Swimming Pool|Clubhouse|Parking|Garden|Security,1,1,0,11133.62,11189284,111.89,2024-05-08,Resale,Under Construction
PROP01944,Delhi NCR,Rohini,Apartment,1009.0,1,1,1,6,7,9,East,Unfurnished,2,0.9,Lift|Jogging Track|Parking|Power Backup|Security|Clubhouse|Swimming Pool|Garden|Gym,1,0,0,11868.23,11975042,119.75,2024-08-16,Sale,New Launch
PROP01945,Bangalore,Sarjapur Road,Apartment,571.0,4,4,0,8,9,19,North,Unfurnished,2,0.2,Clubhouse|Children Play Area,0,0,1,7681.34,4386046,43.86,2024-12-18,Sale,Under Construction
PROP01946,Delhi NCR,Vasant Kunj,Apartment,755.0,3,3,0,15,22,12,South,Unfurnished,2,1.0,Children Play Area|Parking|Jogging Track|Security|Gym|Lift|Power Backup|Clubhouse|Swimming Pool|Garden,1,0,1,11536.7,8710208,87.1,2023-05-06,Resale,New Launch
PROP01947,Hyderabad,Uppal,Villa,3959.0,4,5,2,18,23,14,North,Unfurnished,1,0.2,Lift|Clubhouse,0,0,0,10272.11,40667265,406.67,2024-09-10,Resale,Ready to Move
PROP01948,Hyderabad,Secunderabad,Apartment,537.0,3,4,1,35,43,8,East,Semi-Furnished,1,0.3,Jogging Track|Power Backup|Swimming Pool,0,1,1,8518.01,4574172,45.74,2022-12-11,Sale,Ready to Move
PROP01949,Hyderabad,Kokapet,Penthouse,2477.0,3,4,0,1,10,20,North-West,Unfurnished,2,0.9,Lift|Jogging Track|Gym|Garden|Power Backup|Clubhouse|Children Play Area|Parking|Security,1,1,0,10228.36,25335644,253.36,2024-07-14,Resale,New Launch
PROP01950,Mumbai,Goregaon,Independent House,2351.0,3,2,3,30,32,16,South,Unfurnished,1,0.8,Lift|Children Play Area|Parking|Gym|Power Backup|Swimming Pool|Security|Clubhouse,1,1,1,17293.47,40656948,406.57,2023-02-10,Sale,New Launch
PROP01951,Mumbai,Bandra,Apartment,830.0,2,3,2,26,31,0,North-East,Unfurnished,1,0.8,Garden|Security|Lift|Power Backup|Gym|Clubhouse|Swimming Pool|Parking,0,1,0,30492.67,25308918,253.09,2023-11-21,Resale,Ready to Move
PROP01952,Hyderabad,Tellapur,Apartment,1419.0,4,3,0,4,7,16,North-East,Unfurnished,0,0.6,Children Play Area|Clubhouse|Gym|Lift|Garden|Security,1,0,1,7300.37,10359226,103.59,2023-10-21,Sale,Under Construction
PROP01953,Bangalore,Hebbal,Apartment,978.0,2,3,1,2,3,2,North-East,Unfurnished,0,0.5,Power Backup|Swimming Pool|Garden|Children Play Area|Clubhouse,0,1,0,11154.07,10908678,109.09,2023-11-01,Resale,New Launch
PROP01954,Delhi NCR,Vasant Kunj,Apartment,1218.0,2,2,0,11,19,14,North-West,Fully Furnished,1,0.5,Power Backup|Jogging Track|Children Play Area|Parking|Clubhouse,0,1,1,11139.02,13567330,135.67,2023-07-03,Resale,Under Construction
PROP01955,Bangalore,Hebbal,Apartment,504.0,3,4,1,23,24,23,South,Unfurnished,2,0.2,Power Backup|Swimming Pool,0,1,0,6976.35,3516083,35.16,2023-01-05,Resale,Under Construction
PROP01956,Delhi NCR,Rohini,Apartment,1191.0,1,1,1,23,28,13,North-West,Unfurnished,1,0.2,Power Backup|Children Play Area,0,0,1,10814.91,12880559,128.81,2023-09-12,Sale,Ready to Move
PROP01957,Delhi NCR,Dwarka,Independent House,1676.0,3,4,0,19,23,10,West,Unfurnished,2,0.6,Clubhouse|Garden|Parking|Swimming Pool|Security|Power Backup,1,0,1,11099.14,18602158,186.02,2023-05-24,Resale,New Launch
PROP01958,Bangalore,Sarjapur Road,Independent House,2311.0,4,3,2,2,10,21,North,Semi-Furnished,1,1.0,Garden|Gym|Jogging Track|Lift|Security|Swimming Pool|Clubhouse|Children Play Area|Parking|Power Backup,0,0,1,7547.4,17442052,174.42,2024-04-02,Sale,New Launch
PROP01959,Bangalore,Hebbal,Apartment,1159.0,3,4,2,29,33,20,South,Unfurnished,1,0.5,Gym|Power Backup|Swimming Pool|Clubhouse|Security,0,0,1,8746.65,10137366,101.37,2023-05-28,Resale,Ready to Move
PROP01960,Bangalore,Bannerghatta Road,Apartment,810.0,2,3,0,3,13,5,North-West,Fully Furnished,1,0.3,Jogging Track|Garden|Gym,0,1,1,9201.37,7453108,74.53,2023-12-02,Sale,New Launch
PROP01961,Hyderabad,Hitech City,Apartment,468.0,4,4,1,11,21,5,South,Unfurnished,2,0.7,Garden|Jogging Track|Children Play Area|Lift|Power Backup|Swimming Pool|Clubhouse,0,0,0,10135.92,4743612,47.44,2023-12-08,Resale,New Launch
PROP01962,Mumbai,Thane,Villa,2760.0,4,5,2,13,15,0,North-East,Semi-Furnished,1,0.3,Children Play Area|Jogging Track|Garden,0,1,1,32609.3,90001667,900.02,2023-11-28,Resale,Ready to Move
PROP01963,Mumbai,Kurla,Apartment,1033.0,2,2,2,12,13,21,East,Semi-Furnished,0,1.0,Parking|Garden|Security|Power Backup|Children Play Area|Gym|Jogging Track|Swimming Pool|Clubhouse|Lift,0,0,0,13667.07,14118082,141.18,2023-03-05,Sale,Under Construction
PROP01964,Hyderabad,Financial District,Independent House,2089.0,3,4,3,22,31,14,North,Unfurnished,1,1.0,Gym|Clubhouse|Jogging Track|Power Backup|Children Play Area|Swimming Pool|Lift|Security|Garden|Parking,0,1,1,9899.63,20680327,206.8,2023-06-16,Resale,Under Construction
PROP01965,Pune,Wakad,Villa,2330.0,5,4,1,19,24,24,North,Unfurnished,0,0.9,Power Backup|Swimming Pool|Lift|Gym|Security|Garden|Parking|Jogging Track|Clubhouse,1,1,0,8615.45,20074005,200.74,2023-01-04,Sale,New Launch
PROP01966,Bangalore,Yelahanka,Apartment,1061.0,2,1,1,5,12,13,North-West,Semi-Furnished,1,0.9,Swimming Pool|Gym|Lift|Garden|Security|Jogging Track|Clubhouse|Children Play Area|Parking,0,0,1,10763.19,11419747,114.2,2022-02-21,Sale,Ready to Move
PROP01967,Pune,Wakad,Apartment,1251.0,2,1,0,24,26,20,North-East,Unfurnished,0,0.3,Garden|Clubhouse|Gym,0,0,1,7135.29,8926253,89.26,2024-02-24,Resale,New Launch
PROP01968,Mumbai,Thane,Penthouse,3068.0,5,6,3,1,6,4,North-East,Fully Furnished,0,0.5,Swimming Pool|Parking|Lift|Jogging Track|Children Play Area,0,0,0,33641.82,103213102,1032.13,2024-08-29,Sale,Ready to Move
PROP01969,Bangalore,Hebbal,Apartment,1313.0,2,2,2,15,23,14,North-East,Semi-Furnished,0,0.4,Swimming Pool|Security|Jogging Track|Children Play Area,1,1,0,8408.78,11040735,110.41,2022-02-22,Resale,Under Construction
PROP01970,Bangalore,JP Nagar,Independent House,2097.0,3,4,0,6,14,1,North-West,Unfurnished,1,0.8,Security|Lift|Parking|Garden|Clubhouse|Jogging Track|Children Play Area|Swimming Pool,0,1,1,10834.72,22720399,227.2,2023-04-06,Resale,New Launch
PROP01971,Bangalore,Bannerghatta Road,Apartment,1395.0,4,5,2,31,41,2,East,Fully Furnished,1,0.5,Lift|Children Play Area|Security|Jogging Track|Garden,0,1,1,12727.39,17754707,177.55,2022-01-10,Resale,Under Construction
PROP01972,Delhi NCR,Rohini,Apartment,960.0,3,2,0,16,26,17,West,Unfurnished,1,0.9,Gym|Jogging Track|Children Play Area|Swimming Pool|Power Backup|Garden|Clubhouse|Parking|Security,0,1,0,10045.55,9643724,96.44,2022-07-03,Resale,Ready to Move
PROP01973,Bangalore,Sarjapur Road,Apartment,634.0,3,3,1,12,13,6,North,Semi-Furnished,0,0.3,Lift|Clubhouse|Parking,1,1,1,9008.13,5711155,57.11,2023-06-13,Sale,New Launch
PROP01974,Delhi NCR,Indirapuram,Independent House,2291.0,2,1,0,10,16,16,East,Unfurnished,1,0.5,Gym|Parking|Garden|Lift|Power Backup,1,1,1,9380.75,21491290,214.91,2022-08-08,Resale,New Launch
PROP01975,Hyderabad,Kokapet,Independent House,1908.0,2,3,1,26,33,7,North,Unfurnished,0,0.7,Clubhouse|Parking|Lift|Swimming Pool|Garden|Power Backup|Gym,1,0,1,10616.9,20257037,202.57,2024-12-29,Resale,New Launch
PROP01976,Bangalore,Electronic City,Apartment,1122.0,2,3,1,6,11,15,West,Unfurnished,1,0.6,Parking|Children Play Area|Garden|Swimming Pool|Lift|Power Backup,1,0,1,8211.81,9213650,92.14,2024-06-28,Resale,New Launch
PROP01977,Bangalore,Bellandur,Villa,2369.0,4,4,3,14,24,11,East,Unfurnished,0,0.8,Gym|Power Backup|Clubhouse|Garden|Parking|Swimming Pool|Children Play Area|Lift,1,0,1,14124.03,33459829,334.6,2023-12-24,Sale,New Launch
PROP01978,Bangalore,Yelahanka,Independent House,1802.0,2,2,2,6,16,19,South,Semi-Furnished,1,0.5,Clubhouse|Power Backup|Gym|Garden|Jogging Track,0,1,0,9295.82,16751071,167.51,2024-05-07,Sale,New Launch
PROP01979,Hyderabad,Begumpet,Villa,2128.0,5,6,1,14,23,24,North,Unfurnished,2,0.4,Jogging Track|Gym|Parking|Swimming Pool,1,0,0,9918.83,21107280,211.07,2023-01-31,Sale,New Launch
PROP01980,Bangalore,Sarjapur Road,Penthouse,2000.0,3,4,1,16,20,8,North-East,Unfurnished,1,0.5,Garden|Parking|Gym|Jogging Track|Security,0,1,0,15254.12,30508232,305.08,2023-08-27,Resale,Ready to Move
PROP01981,Mumbai,Borivali,Apartment,833.0,3,2,3,18,22,0,North-East,Semi-Furnished,2,0.9,Security|Clubhouse|Power Backup|Swimming Pool|Lift|Jogging Track|Parking|Children Play Area|Garden,0,1,1,28371.33,23633319,236.33,2023-11-19,Sale,Under Construction
PROP01982,Mumbai,Kurla,Independent House,1515.0,3,2,2,22,27,16,West,Unfurnished,1,0.9,Lift|Power Backup|Children Play Area|Gym|Swimming Pool|Clubhouse|Parking|Jogging Track|Garden,0,1,0,15868.23,24040362,240.4,2022-08-02,Resale,New Launch
PROP01983,Hyderabad,Tellapur,Apartment,900.0,2,3,0,8,13,12,North-East,Semi-Furnished,1,0.7,Swimming Pool|Parking|Clubhouse|Gym|Power Backup|Lift|Children Play Area,1,1,0,8108.43,7297587,72.98,2022-10-22,Resale,Under Construction
